price,area,Loại BĐS:,Chiều ngang:,Chiều dài:,Số phòng ngủ:,Số phòng tắm:,Số tầng:,Vị trí:,Hướng cửa chính:,Đường/hẻm vào rộng:,Loại đường:,Loại BDS:,Pháp lý:
9.8 tỷ,120m²,"Nhà riêng, nhà phố",5m,24m,,,5,Đường chính,Nam,8m,Đường nhựa,,Có sổ đỏ
16.3 tỷ,190m²,"Nhà riêng, nhà phố",12m,20m,,,1,Đường chính,Nam,11m,Đường nhựa,,Có sổ đỏ
27 tỷ,240m²,"Nhà riêng, nhà phố",12m,20m,,,1,Đường chính,Nam,8m,Đường nhựa,,Có sổ đỏ
130 tỷ,270m²,"Nhà riêng, nhà phố",15m,18m,,,15,Đường chính,Nam,30m,Đường nhựa,,Có sổ đỏ
20 tỷ,100m²,"Nhà riêng, nhà phố",4.3m,23m,,,3,Đường chính,Nam,11m,Đường nhựa,,Có sổ đỏ
7 tỷ,154m²,"Nhà riêng, nhà phố",7.6m,22.5m,,,2,Đường chính,Nam,7m,Đường nhựa,,Có sổ đỏ
32 tỷ,110m²,"Nhà riêng, nhà phố",4.9m,24.5m,,,3,Đường chính,Nam,10m,Đường nhựa,,Có sổ đỏ
25 tỷ,103m²,"Nhà riêng, nhà phố",4.5m,23m,,,8,Đường chính,Nam,15m,Đường nhựa,,Có sổ đỏ
25.5 tỷ,340m²,"Nhà riêng, nhà phố",12m,28m,,,1,Đường chính,Nam,11m,Đường nhựa,,Có sổ đỏ
22 tỷ,100m²,"Nhà riêng, nhà phố",5m,20m,,,,Đường chính,Nam,15m,Đường nhựa,,Có sổ đỏ
12.5 tỷ,125m²,"Nhà riêng, nhà phố",5m,25m,,,4,Đường chính,Nam,30m,Đường nhựa,,Có sổ đỏ
12.5 tỷ,125m²,"Nhà riêng, nhà phố",5m,25m,,,4,Đường chính,Nam,30m,Đường nhựa,,Có sổ đỏ
60 tỷ,180m²,"Nhà riêng, nhà phố",9m,20m,,,11,Đường chính,Nam,8m,Đường nhựa,,Có sổ đỏ
12.5 tỷ,125m²,"Nhà riêng, nhà phố",5m,25m,,,4,Đường chính,Nam,30m,Đường nhựa,,Có sổ đỏ
12.5 tỷ,93m²,"Nhà riêng, nhà phố",4.5m,20.6m,,,3,Đường chính,Nam,8m,Đường nhựa,,Có sổ đỏ
33 tỷ,126m²,"Nhà riêng, nhà phố",7m,18m,,,7,Đường chính,Nam,15m,Đường nhựa,,Có sổ đỏ
7.15 tỷ,91m²,"Nhà riêng, nhà phố",7m,15m,,,2,Đường chính,Nam,11m,Đường nhựa,,Có sổ hồng
34 tỷ,140m²,"Nhà riêng, nhà phố",7m,20m,,,7,Đường chính,Nam,15m,Đường nhựa,,Có sổ đỏ
8.7 tỷ,97m²,"Nhà riêng, nhà phố",5m,19.5m,,,5,Đường chính,Nam,8m,Đường nhựa,,Có sổ đỏ
62 tỷ,162m²,"Nhà riêng, nhà phố",9m,18m,,,10,Đường chính,Nam,11m,Đường nhựa,,Có sổ đỏ
27.5 tỷ,212m²,"Nhà riêng, nhà phố",10.2m,21m,,,5,Đường chính,Nam,11m,Đường nhựa,,Có sổ đỏ
8.7 tỷ,101m²,"Nhà riêng, nhà phố",4.9m,21m,,,2,Đường chính,Nam,11m,Đường nhựa,,Có sổ hồng
32 tỷ,240m²,"Nhà riêng, nhà phố",13m,18.5m,,,4,Đường chính,Nam,8m,Đường nhựa,,Có sổ hồng
23 tỷ,90m²,"Nhà riêng, nhà phố",4.5m,20m,,,4,Đường chính,Nam,8m,Đường nhựa,,Có sổ đỏ
10.9 tỷ,81m²,"Nhà riêng, nhà phố",5m,26m,,,5,Đường chính,Nam,6m,Đường nhựa,,Có sổ đỏ
12.5 tỷ,125m²,"Nhà riêng, nhà phố",5m,25m,,,4,Đường chính,Nam,30m,Đường nhựa,,Có sổ đỏ
139 tỷ,650m²,"Nhà riêng, nhà phố",24m,27m,,,5,Đường chính,Nam,8m,Đường nhựa,,Có sổ hồng
18.5 tỷ,112m²,"Nhà riêng, nhà phố",4.5m,25m,,,6,Đường chính,Nam,8m,Đường nhựa,,Có sổ đỏ
25 tỷ,100m²,"Nhà riêng, nhà phố",5m,20m,,,8,Đường chính,Nam,15m,Đường nhựa,,Có sổ đỏ
25 tỷ,164m²,"Nhà riêng, nhà phố",8m,18m,,,6,Đường chính,Nam,8m,Đường nhựa,,Có sổ đỏ
18 tỷ,100m²,"Nhà riêng, nhà phố",5m,20m,,,,Đường chính,Nam,15m,Đường nhựa,,Có sổ hồng
11 tỷ,53m²,"Nhà riêng, nhà phố",5.3m,11m,,,5,Đường chính,Nam,10m,Đường nhựa,,Có sổ đỏ
9.9 tỷ,148m²,"Nhà riêng, nhà phố",8.7m,17m,,,2,Đường chính,Nam,7m,Đường nhựa,,Có sổ đỏ
11 tỷ,53m²,"Nhà riêng, nhà phố",5.3m,11m,,,5,Đường chính,Nam,10m,Đường nhựa,,Có sổ đỏ
6.5 tỷ,100m²,"Nhà riêng, nhà phố",,,,,3,Đường chính,Nam,10m,Đường nhựa,,Có sổ đỏ
8.6 tỷ,1909m²,"Nhà riêng, nhà phố",15m,12.5m,,,1,Đường chính,Nam,1m,Đường nhựa,,Có sổ đỏ
5.6 tỷ,55m²,"Nhà riêng, nhà phố",5m,11m,3,,3,Đường chính,Đông,5.5m,Đường nhựa,,
5.5 tỷ,66m²,"Nhà riêng, nhà phố",4.8m,13.5m,,,3,Đường chính,Nam,6m,Đường nhựa,,Có sổ hồng
4.89 tỷ,61m²,"Nhà riêng, nhà phố",3.4m,18.5m,,,1,Đường chính,Nam,8m,Đường nhựa,,Có sổ hồng
13.4 tỷ,100m²,"Nhà riêng, nhà phố",,,,,,Đường chính,Nam,1m,Đường nhựa,,Có sổ đỏ
18 tỷ,100m²,"Nhà riêng, nhà phố",5m,20m,,,,Đường chính,Nam,15m,Đường nhựa,,Có sổ hồng
139 tỷ,650m²,"Nhà riêng, nhà phố",24m,27m,,,5,Đường chính,Nam,8m,Đường nhựa,,Có sổ hồng
1.75 tỷ,71m²,"Nhà riêng, nhà phố",5.06m,12m,,,1,Đường chính,Nam,4m,Đường nhựa,,Có sổ đỏ
4.8 tỷ,60m²,"Nhà riêng, nhà phố",5m,12m,2,,1,Đường chính,Đông Nam,5.5m,Đường nhựa,,
5.25 tỷ,98m²,"Nhà riêng, nhà phố",5m,18m,,,2,Đường chính,Nam,8m,Đường nhựa,,Có sổ đỏ
3.65 tỷ,75m²,"Nhà riêng, nhà phố",5m,15.5m,,,2,Đường chính,Nam,6m,Đường nhựa,,Có sổ hồng
5.5 tỷ,68m²,"Nhà riêng, nhà phố",6m,12m,,,3,Đường chính,Nam,6m,Đường nhựa,,Có sổ hồng
14.5 tỷ,85m²,"Nhà riêng, nhà phố",5.8m,15m,,,4,Đường chính,Nam,8m,Đường nhựa,,Có sổ đỏ
5.8 tỷ,64m²,"Nhà riêng, nhà phố",8m,9m,,,1,Đường chính,Nam,11m,Đường nhựa,,Có sổ hồng
8.25 tỷ,100m²,"Nhà riêng, nhà phố",5m,20m,,,3,Đường chính,Nam,15m,Đường nhựa,,Có sổ hồng
4.4 tỷ,75m²,"Nhà riêng, nhà phố",5m,15m,,,3,Đường chính,Nam,6m,Đường nhựa,,Có sổ đỏ
6.2 tỷ,100m²,"Nhà riêng, nhà phố",5m,20m,,,3,Đường chính,Nam,8m,Đường nhựa,,Có sổ hồng
12.5 tỷ,74m²,"Nhà riêng, nhà phố",5m,14m,,,3,Đường chính,Nam,11m,Đường nhựa,,Có sổ hồng
10.7 tỷ,100m²,"Nhà riêng, nhà phố",4.1m,24m,,,3,Đường chính,Nam,11m,Đường nhựa,,Có sổ hồng
13 tỷ,138m²,"Nhà riêng, nhà phố",6m,18m,,,2,Đường chính,Nam,11m,Đường nhựa,,Có sổ hồng
5.3 tỷ,56m²,"Nhà riêng, nhà phố",4.5m,12.3m,,,3,Đường chính,Nam,6m,Đường nhựa,,Có sổ hồng
3 tỷ,60m²,"Nhà riêng, nhà phố",4.8m,13.6m,,,,Đường chính,Nam,1m,Đường nhựa,,Có sổ đỏ
5.7 tỷ,44m²,"Nhà riêng, nhà phố",4.3m,10.3m,,,3,Đường chính,Nam,1m,Đường nhựa,,Có sổ đỏ
7.7 tỷ,61m²,"Nhà riêng, nhà phố",5m,15m,,,,Đường chính,Đông Nam,8m,Đường nhựa,,Có sổ hồng
5.4 tỷ,75m²,"Nhà riêng, nhà phố",5m,15m,2,,1,Đường chính,Đông Bắc,5.5m,Đường nhựa,,
7.7 tỷ,61m²,"Nhà riêng, nhà phố",5m,15m,,,,Đường chính,Đông Nam,8m,Đường nhựa,,Có sổ hồng
28 tỷ,250m²,"Nhà riêng, nhà phố",10m,25m,14,16,5,Đường chính,Tây Bắc,10m,Đường nhựa,,
15 tỷ,107m²,"Nhà riêng, nhà phố",4.85m,23m,,,2,Đường chính,Nam,8m,Đường nhựa,,Có sổ hồng
15 tỷ,107m²,"Nhà riêng, nhà phố",4.85m,23m,,,2,Đường chính,Nam,8m,Đường nhựa,,Có sổ hồng
15 tỷ,123m²,"Nhà riêng, nhà phố",12m,11m,,,1,Đường chính,Nam,11m,Đường nhựa,,Có sổ đỏ
9.3 tỷ,244m²,"Nhà riêng, nhà phố",5m,50m,,,1,Đường chính,Nam,11m,Đường nhựa,,Có sổ đỏ
6.1 tỷ,72m²,"Nhà riêng, nhà phố",4.5m,16m,,,4,Đường chính,Nam,6m,Đường nhựa,,Có sổ hồng
4.4 tỷ,75m²,"Nhà riêng, nhà phố",5m,15m,,,3,Đường chính,Nam,6m,Đường nhựa,,Có sổ đỏ
8.6 tỷ,157m²,"Nhà riêng, nhà phố",9m,24m,,,2,Đường chính,Nam,8m,Đường nhựa,,Có sổ hồng
5.6 tỷ,94m²,"Nhà riêng, nhà phố",4.5m,21m,,,3,Đường chính,Nam,6m,Đường nhựa,,Có sổ hồng
7.9 tỷ,93m²,"Nhà riêng, nhà phố",5m,19m,,,1,Đường chính,Nam,6m,Đường nhựa,,Có sổ hồng
4.85 tỷ,93m²,"Nhà riêng, nhà phố",5.3m,18m,,,1,Đường chính,Nam,7m,Đường nhựa,,Có sổ hồng
3.5 tỷ,51m²,"Nhà riêng, nhà phố",4m,13m,,,,Đường chính,Nam,1m,Đường nhựa,,Có sổ hồng
24 tỷ,230m²,"Nhà riêng, nhà phố",10m,23m,,,2,Đường chính,Nam,11m,Đường nhựa,,Có sổ hồng
12.5 tỷ,125m²,"Nhà riêng, nhà phố",5m,25m,,,4,Đường chính,Nam,30m,Đường nhựa,,Có sổ đỏ
18 tỷ,79m²,"Nhà riêng, nhà phố",4.9m,16m,,,4,Đường chính,Nam,15m,Đường nhựa,,Có sổ đỏ
22 tỷ,100m²,"Nhà riêng, nhà phố",5m,20m,,,,Đường chính,Nam,15m,Đường nhựa,,Có sổ đỏ
32 tỷ,242m²,"Nhà riêng, nhà phố",13m,20m,,,1,Đường chính,Nam,7m,Đường nhựa,,Có sổ đỏ
8.7 tỷ,115m²,"Nhà riêng, nhà phố",5m,23m,,,2,Đường chính,Nam,15m,Đường nhựa,,Có sổ đỏ
60 tỷ,180m²,"Nhà riêng, nhà phố",9m,20m,,,11,Đường chính,Nam,8m,Đường nhựa,,Có sổ đỏ
25.5 tỷ,340m²,"Nhà riêng, nhà phố",12m,28m,,,1,Đường chính,Nam,11m,Đường nhựa,,Có sổ đỏ
10.9 tỷ,81m²,"Nhà riêng, nhà phố",5m,26m,,,5,Đường chính,Nam,6m,Đường nhựa,,Có sổ đỏ
7 tỷ,154m²,"Nhà riêng, nhà phố",7.6m,22.5m,,,2,Đường chính,Nam,7m,Đường nhựa,,Có sổ đỏ
3.8 tỷ,83m²,"Nhà riêng, nhà phố",5m,17m,,,3,Đường chính,Nam,6m,Đường nhựa,,Có sổ đỏ
7 tỷ,154m²,"Nhà riêng, nhà phố",7.6m,22.5m,,,2,Đường chính,Nam,7m,Đường nhựa,,Có sổ đỏ
31.5 tỷ,245m²,"Nhà riêng, nhà phố",8m,24m,,,1,Đường chính,,11m,Đường nhựa,,Có sổ đỏ
20 tỷ,100m²,"Nhà riêng, nhà phố",4.3m,23m,,,3,Đường chính,Nam,11m,Đường nhựa,,Có sổ đỏ
12.5 tỷ,93m²,"Nhà riêng, nhà phố",4.5m,20.6m,,,3,Đường chính,Nam,8m,Đường nhựa,,Có sổ đỏ
32 tỷ,110m²,"Nhà riêng, nhà phố",4.9m,24.5m,,,3,Đường chính,Nam,10m,Đường nhựa,,Có sổ đỏ
12.5 tỷ,125m²,"Nhà riêng, nhà phố",5m,25m,,,4,Đường chính,Nam,30m,Đường nhựa,,Có sổ đỏ
18.5 tỷ,112m²,"Nhà riêng, nhà phố",4.5m,25m,,,6,Đường chính,Nam,8m,Đường nhựa,,Có sổ đỏ
23 tỷ,90m²,"Nhà riêng, nhà phố",4.5m,20m,,,4,Đường chính,Nam,8m,Đường nhựa,,Có sổ đỏ
36 tỷ,233m²,"Nhà riêng, nhà phố",13m,18m,,,6,Đường chính,Nam,8m,Đường nhựa,,Có sổ đỏ
27.5 tỷ,212m²,"Nhà riêng, nhà phố",10.2m,21m,,,5,Đường chính,Nam,11m,Đường nhựa,,Có sổ đỏ
33 tỷ,126m²,"Nhà riêng, nhà phố",7m,18m,,,7,Đường chính,Nam,15m,Đường nhựa,,Có sổ đỏ
25 tỷ,100m²,"Nhà riêng, nhà phố",5m,20m,,,8,Đường chính,Nam,15m,Đường nhựa,,Có sổ đỏ
25 tỷ,103m²,"Nhà riêng, nhà phố",4.5m,23m,,,8,Đường chính,Nam,15m,Đường nhựa,,Có sổ đỏ
12.5 tỷ,125m²,"Nhà riêng, nhà phố",5m,25m,,,4,Đường chính,Nam,30m,Đường nhựa,,Có sổ đỏ
32 tỷ,240m²,"Nhà riêng, nhà phố",13m,18.5m,,,4,Đường chính,Nam,8m,Đường nhựa,,Có sổ hồng
34 tỷ,140m²,"Nhà riêng, nhà phố",7m,20m,,,7,Đường chính,Nam,15m,Đường nhựa,,Có sổ đỏ
25 tỷ,164m²,"Nhà riêng, nhà phố",8m,18m,,,,Đường chính,Nam,8m,Đường nhựa,,Có sổ đỏ
62 tỷ,162m²,"Nhà riêng, nhà phố",9m,18m,,,10,Đường chính,Nam,11m,Đường nhựa,,Có sổ đỏ
19 tỷ,135m²,"Nhà riêng, nhà phố",5m,27m,,,5,Đường chính,Nam,30m,Đường nhựa,,Có sổ đỏ
130 tỷ,270m²,"Nhà riêng, nhà phố",15m,18m,,,15,Đường chính,Nam,30m,Đường nhựa,,Có sổ đỏ
15 tỷ,107m²,"Nhà riêng, nhà phố",4.85m,23m,,,2,Đường chính,Nam,8m,Đường nhựa,,Có sổ hồng
6.1 tỷ,72m²,"Nhà riêng, nhà phố",4.5m,16m,,,4,Đường chính,Nam,6m,Đường nhựa,,Có sổ hồng
17.8 tỷ,136m²,"Nhà riêng, nhà phố",4.85m,28m,,,6,Đường chính,Nam,10m,Đường nhựa,,Có sổ đỏ
5.8 tỷ,64m²,"Nhà riêng, nhà phố",8m,9m,,,1,Đường chính,Nam,11m,Đường nhựa,,Có sổ hồng
5.7 tỷ,71m²,"Nhà riêng, nhà phố",5m,14m,,,1,Đường chính,Nam,8m,Đường nhựa,,Có sổ hồng
9 tỷ,157m²,"Nhà riêng, nhà phố",9m,24m,,,2,Đường chính,Nam,8m,Đường nhựa,,Có sổ hồng
3.65 tỷ,75m²,"Nhà riêng, nhà phố",5m,15.5m,,,2,Đường chính,Nam,6m,Đường nhựa,,Có sổ hồng
6 tỷ,70m²,"Nhà riêng, nhà phố",5m,14m,,,2,Đường chính,Nam,6m,Đường nhựa,,Có sổ hồng
4.4 tỷ,75m²,"Nhà riêng, nhà phố",5m,15m,,,3,Đường chính,Nam,6m,Đường nhựa,,Có sổ đỏ
5.6 tỷ,94m²,"Nhà riêng, nhà phố",4.5m,21m,,,3,Đường chính,Nam,6m,Đường nhựa,,Có sổ hồng
12.5 tỷ,74m²,"Nhà riêng, nhà phố",5m,14m,,,3,Đường chính,Nam,11m,Đường nhựa,,Có sổ hồng
4.2 tỷ,50m²,"Nhà riêng, nhà phố",,,3,2,,,,,,,
3.65 tỷ,94m²,"Nhà riêng, nhà phố",,,3,2,,,,,,,Có sổ hồng
6 tỷ,60m²,"Nhà riêng, nhà phố",,,3,4,,,,,,,Có sổ hồng
3.6 tỷ,71m²,"Nhà riêng, nhà phố",,,3,2,,,,,,,Có sổ hồng
2.8 tỷ,80m²,"Nhà riêng, nhà phố",,,2,3,,,,,,,Có sổ hồng
2.95 tỷ,80m²,"Nhà riêng, nhà phố",,,2,2,,,,,,,Có sổ hồng
4.4 tỷ,81m²,"Nhà riêng, nhà phố",,,3,2,,,,,,,Có sổ hồng
3.05 tỷ,83m²,"Nhà riêng, nhà phố",,,4,3,,,,,,,Có sổ hồng
7.5 tỷ,95m²,"Nhà riêng, nhà phố",,,3,3,,,,,,,Có sổ hồng
8 tỷ,100m²,"Nhà riêng, nhà phố",,,3,3,,,,,,,Có sổ hồng
19 tỷ,144m²,"Nhà riêng, nhà phố",,,3,2,,,,,,,
6.65 tỷ,73m²,"Nhà riêng, nhà phố",,,3,2,,,,,,,Có sổ hồng
4.5 tỷ,125m²,"Nhà riêng, nhà phố",,,2,2,,,,,,,Có sổ hồng
8.3 tỷ,110m²,"Nhà riêng, nhà phố",,,5,4,,,,,,,Có sổ hồng
7.3 tỷ,80m²,"Nhà riêng, nhà phố",,,3,2,,,,,,,Có sổ hồng
3.9 tỷ,55m²,"Nhà riêng, nhà phố",,,2,2,,,,,,,Có sổ hồng
5.34 tỷ,100m²,"Nhà riêng, nhà phố",,,3,2,,,,,,,Có sổ hồng
17.9 tỷ,138m²,"Nhà riêng, nhà phố",,,3,2,,,,,,,Có sổ hồng
9 tỷ,90m²,"Nhà riêng, nhà phố",,,4,4,,,,,,,Có sổ hồng
11 tỷ,73m²,"Nhà riêng, nhà phố",,,4,4,,,,,,,Có sổ hồng
11 tỷ,75m²,"Nhà riêng, nhà phố",,,4,4,,,,,,,Có sổ hồng
5.99 tỷ,96m²,"Nhà riêng, nhà phố",,,4,4,,,,,,,Có sổ hồng
5.05 tỷ,125m²,"Nhà riêng, nhà phố",,,3,2,,,,,,,Có sổ hồng
8.5 tỷ,64m²,"Nhà riêng, nhà phố",,,3,3,,,,,,,Có sổ hồng
6.5 tỷ,70m²,"Nhà riêng, nhà phố",,,3,2,,,,,,,Có sổ hồng
6.5 tỷ,100m²,"Nhà riêng, nhà phố",,,3,2,,,,,,,Có sổ hồng
1.65 tỷ,100m²,"Nhà riêng, nhà phố",5m,20m,,,2,Đường chính,Nam,1m,Đường nhựa,,Có sổ hồng
11.5 tỷ,127m²,"Nhà riêng, nhà phố",,,,,1,Đường chính,Nam,10m,Đường nhựa,,Có sổ hồng
7.4 tỷ,110m²,"Nhà riêng, nhà phố",5m,22m,,,5,Đường chính,Nam,11m,Đường nhựa,,Có sổ hồng
21.3 tỷ,160m²,"Nhà riêng, nhà phố",10m,16m,,,7,Đường chính,Nam,6m,Đường nhựa,,Có sổ hồng
9.59 tỷ,95m²,"Nhà riêng, nhà phố",5m,,,,3,,,5.5m,,,Có sổ hồng
15.8 tỷ,100m²,"Nhà riêng, nhà phố",5m,,,,3,,,10.5m,,,
7.5 tỷ,90m²,"Nhà riêng, nhà phố",6m,,,,4,,Đông Nam,5.5m,,,Có sổ hồng
16 tỷ,200m²,"Nhà riêng, nhà phố",10m,,,,2,,,33m,,,Có sổ hồng
5 tỷ,75m²,"Nhà riêng, nhà phố",5m,,,,4,,,6m,,,Có sổ hồng
599 tỷ,1100m²,"Nhà riêng, nhà phố",,,,,21,,Đông,10.5m,,,Có sổ hồng
3.45 tỷ,55m²,"Nhà riêng, nhà phố",5m,,,,,,Đông Nam,40m,,,Có sổ hồng
4.5 tỷ,90m²,"Nhà riêng, nhà phố",,,,,2,,,,,,Có sổ hồng
8.5 tỷ,68m²,"Nhà riêng, nhà phố",,,,,2,,,,,,
4.4 tỷ,100m²,"Nhà riêng, nhà phố",5m,,,,2,,Tây Bắc,7.5m,,,
5.65 tỷ,81m²,"Nhà riêng, nhà phố",,,,,3,,Đông Nam,5.5m,,,Có sổ hồng
6.5 tỷ,85m²,"Nhà riêng, nhà phố",5m,,,,3,,Đông Bắc,,,,Có sổ hồng
4.55 tỷ,94m²,"Nhà riêng, nhà phố",5m,,,,3,,Đông Bắc,5m,,,
5.85 tỷ,85.5m²,"Nhà riêng, nhà phố",5m,,,,3,,,5.5m,,,Có sổ hồng
8.5 tỷ,100m²,"Nhà riêng, nhà phố",5m,,,,3,,Tây Nam,40m,,,Có sổ hồng
6.95 tỷ,94m²,"Nhà riêng, nhà phố",4.5m,,,,3,,Đông Bắc,10.5m,,,Có sổ hồng
6.95 tỷ,105m²,"Nhà riêng, nhà phố",5m,,,,3,,Tây Bắc,7.5m,,,Có sổ hồng
3.15 tỷ,52.7m²,"Nhà riêng, nhà phố",5m,,,,1,,Đông Bắc,4m,,,
25 tỷ,387m²,"Nhà riêng, nhà phố",14.3m,,,,2,,Tây Bắc,10.5m,,,Có sổ hồng
7.5 tỷ,82m²,"Nhà riêng, nhà phố",6m,,,,3,,Tây Nam,7.5m,,,Có sổ hồng
5.7 tỷ,48m²,"Nhà riêng, nhà phố",,,,,3,,Tây Bắc,,,,Có sổ hồng
11.8 tỷ,86.9m²,"Nhà riêng, nhà phố",5m,,,,4,,Đông,5.5m,,,Có sổ hồng
5.5 tỷ,52m²,"Nhà riêng, nhà phố",5m,,,,3,,Tây Nam,6m,,,Có sổ hồng
8.5 tỷ,100m²,"Nhà riêng, nhà phố",5m,,,,3,,,7m,,,Có sổ hồng
7.2 tỷ,125m²,"Nhà riêng, nhà phố",5m,,,,3,,,15m,,,Có sổ hồng
4.8 tỷ,65m²,"Nhà riêng, nhà phố",,,,,,,Tây,,,,Có sổ hồng
10.5 tỷ,100m²,"Nhà riêng, nhà phố",4m,,,,3,,,10.5m,,,Có sổ hồng
7.8 tỷ,100m²,"Nhà riêng, nhà phố",,,,,,,,,,,Có sổ hồng
7 tỷ,125m²,"Nhà riêng, nhà phố",,,,,3,,,,,,Có sổ hồng
7.6 tỷ,125m²,"Nhà riêng, nhà phố",5m,,,,5,,,,,,Có sổ hồng
52 tỷ,162m²,"Nhà riêng, nhà phố",,,40,45,,,,,,,Có sổ hồng
25 tỷ,90m²,"Nhà riêng, nhà phố",,,12,12,,,,,,,Có sổ hồng
22.9 tỷ,215m²,"Nhà riêng, nhà phố",,,14,15,,,,,,,Có sổ hồng
35 tỷ,210m²,"Nhà riêng, nhà phố",,,26,26,,,,,,,Có sổ hồng
18 tỷ,200m²,"Nhà riêng, nhà phố",,,3,2,,,,,,,Có sổ hồng
19 tỷ,160m²,"Nhà riêng, nhà phố",,,4,6,,,,,,,Có sổ hồng
16.7 tỷ,144m²,"Nhà riêng, nhà phố",,,5,7,,,,,,,Có sổ hồng
11.5 tỷ,115m²,"Nhà riêng, nhà phố",,,5,5,,,,,,,Có sổ hồng
19 tỷ,81m²,"Nhà riêng, nhà phố",,,14,16,,,,,,,Có sổ hồng
7.5 tỷ,80m²,"Nhà riêng, nhà phố",,,10,9,,,,,,,Có sổ hồng
22 tỷ,148m²,"Nhà riêng, nhà phố",,,3,4,,,,,,,Có sổ hồng
17.9 tỷ,260m²,"Nhà riêng, nhà phố",,,11,17,,,,,,,Có sổ hồng
13 tỷ,170m²,"Nhà riêng, nhà phố",,,4,6,,,,,,,Có sổ hồng
10.3 tỷ,100m²,"Nhà riêng, nhà phố",,,11,11,,,,,,,Có sổ hồng
75 tỷ,618m²,"Nhà riêng, nhà phố",,,40,40,,,,,,,Có sổ hồng
10.8 tỷ,156m²,"Nhà riêng, nhà phố",,,10,10,,,,,,,Có sổ hồng
21 tỷ,165m²,"Nhà riêng, nhà phố",,,5,6,,,,,,,Có sổ hồng
13 tỷ,91m²,"Nhà riêng, nhà phố",,,14,14,,,,,,,Có sổ hồng
10.5 tỷ,100m²,"Nhà riêng, nhà phố",,,7,9,,,,,,,Có sổ hồng
9 tỷ,90m²,"Nhà riêng, nhà phố",,,5,4,,,,,,,Có sổ hồng
14.5 tỷ,106m²,"Nhà riêng, nhà phố",,,11,12,,,,,,,Có sổ hồng
27 tỷ,200m²,"Nhà riêng, nhà phố",,,6,5,,,,,,,Có sổ hồng
140 tỷ,1576m²,"Nhà riêng, nhà phố",,,15,15,,,,,,,Có sổ hồng
11 tỷ,108m²,"Nhà riêng, nhà phố",,,3,2,,,,,,,Có sổ hồng
13.5 tỷ,82m²,"Nhà riêng, nhà phố",,,7,6,,,,,,,Có sổ hồng
9.2 tỷ,88m²,"Nhà riêng, nhà phố",,,4,4,,,,,,,Có sổ hồng
11.8 tỷ,100m²,"Nhà riêng, nhà phố",,,10,10,,,,,,,Có sổ hồng
32 tỷ,180m²,"Nhà riêng, nhà phố",,,20,20,,,,,,,Có sổ hồng
13.5 tỷ,175m²,"Nhà riêng, nhà phố",,,5,5,,,,,,,Có sổ hồng
14.9 tỷ,82m²,"Nhà riêng, nhà phố",,,4,5,,,,,,,Có sổ hồng
10.9 tỷ,81m²,"Nhà riêng, nhà phố",,,6,7,,,,,,,
11.5 tỷ,75m²,"Nhà riêng, nhà phố",,,8,9,,,,,,,Có sổ hồng
33 tỷ,198m²,"Nhà riêng, nhà phố",,,10,11,,,,,,,Có sổ hồng
43 tỷ,145m²,"Nhà riêng, nhà phố",,,23,23,,,,,,,Có sổ hồng
45 tỷ,180m²,"Nhà riêng, nhà phố",,,41,42,,,,,,,Có sổ hồng
13 tỷ,81m²,"Nhà riêng, nhà phố",,,5,4,,,,,,,Có sổ hồng
7.2 tỷ,100m²,"Nhà riêng, nhà phố",,,3,3,,,,,,,Có sổ hồng
27 tỷ,101m²,"Nhà riêng, nhà phố",,,23,23,,,,,,,Có sổ hồng
12.9 tỷ,125m²,"Nhà riêng, nhà phố",,,8,8,,,,,,,Có sổ hồng
81 tỷ,350m²,"Nhà riêng, nhà phố",,,4,4,,,,,,,Có sổ hồng
23 tỷ,300m²,"Nhà riêng, nhà phố",,,16,18,,,,,,,Có sổ hồng
14 tỷ,72m²,"Nhà riêng, nhà phố",,,9,9,,,,,,,Có sổ hồng
10.5 tỷ,100m²,"Nhà riêng, nhà phố",,,5,4,,,,,,,Có sổ hồng
8.15 tỷ,156m²,"Nhà riêng, nhà phố",,,20,20,,,,,,,Có sổ hồng
6.65 tỷ,125m²,"Nhà riêng, nhà phố",,,,,,,,,,,
10.8 tỷ,88m²,"Nhà riêng, nhà phố",15m,,,,2,,Bắc,10.5m,,,Có sổ hồng
2.45 tỷ,48m²,"Nhà riêng, nhà phố",,,,,3,,Tây Bắc,,,,
3.05 tỷ,45m²,"Nhà riêng, nhà phố",,,,,3,,,,,,
4.6 tỷ,82.5m²,"Nhà riêng, nhà phố",5m,,,,3,,,5.5m,,,
2 tỷ,39m²,"Nhà riêng, nhà phố",,,,,3,,,,,,
3.85 tỷ,81.5m²,"Nhà riêng, nhà phố",4.5m,,,,3,,,,,,
4.5 tỷ,75m²,"Nhà riêng, nhà phố",5m,,,,,,,,,,
10 tỷ,85m²,"Nhà riêng, nhà phố",7.5m,,,,1,,Đông Nam,10m,,,Có sổ hồng
92.16 tỷ,720m²,"Nhà riêng, nhà phố",21m,,,,1,,Tây Bắc,,,,Có sổ hồng
5.2 tỷ,106m²,"Nhà riêng, nhà phố",5.24m,,,,3,,Đông,7.5m,,,Có sổ hồng
5.7 tỷ,99m²,"Nhà riêng, nhà phố",5.5m,,,,4,,,7.5m,,,
22 tỷ,228m²,"Nhà riêng, nhà phố",,,2,2,,,,,,,Có sổ hồng
