Address,Prices,Area,toFace,type,certificate,width,length,floors
" Đường Hà Huy Tập, Phường Hòa Khê, Quận Thanh Khê, Đà Nẵng"," 7,8 tỷ ", 62 m2,Tây Bắc,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"4,80m","12,30m",---
" 0 Đường Phước Hoà 3, Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng"," 2,85 tỷ ", 75 m2,Tây,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,15m,---
" 0 Đường Nguyễn Xuân Hữu, Phường Hòa Thọ Đông, Quận Cẩm Lệ, Đà Nẵng"," 2,55 tỷ ", 100 m2,Tây Nam,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,5m,20m,2
" 0 Đường Phú Lộc 1, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng"," 5,6 tỷ ", 72 m2,Đông Bắc,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,---,3
" 0 Đường Trần Huy Liệu, Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng"," 2,95 tỷ ", 63 m2,Đông Bắc,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,"3,50m",18m,2
" 01 Đường Trần Cao Vân, Phường Thanh Lộc Đán, Quận Thanh Khê, Đà Nẵng", 14 tỷ , 140 m2,Đông Nam,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,7m,20m,---
" 0 Đường Bùi Vịnh, Phường Hòa Thọ Đông, Quận Cẩm Lệ, Đà Nẵng", 4 tỷ , 121 m2,Đông Nam,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,24m,2
" 0 Đường Hoàng Thị Loan, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng"," 3,4 tỷ ", 70 m2,Đông Bắc,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"4,30m",18m,---
" 0 Đường Dương Thị Xuân Quý, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng"," 6,3 tỷ ", 97 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"3,35m",30m,1
" 29 Đại lộ Thăng Long, Phường Hòa Thọ Đông, Quận Cẩm Lệ, Đà Nẵng"," 1,89 tỷ ", 62 m2,Đông Nam,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"3,86m",17m,---
" 0 Quốc lộ 1A, Xã Hòa Phước, Huyện Hòa Vang, Đà Nẵng"," 1,37 tỷ ", 120 m2,Đông Nam,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,"5,45m","21,55m",---
" Đường Trương Quang Giao, Phường Hòa Thọ Đông, Quận Cẩm Lệ, Đà Nẵng"," 2,77 tỷ ", 70 m2,Đông Nam,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,14m,1
" 0 Đường Phan Tứ, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng"," 8,88 tỷ ", 101 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,4m,25m,3
" 22 Đại lộ Thăng Long, Phường Hòa Thọ Tây, Quận Cẩm Lệ, Đà Nẵng"," 2,3 tỷ ", 80 m2,Đông Nam,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"4,86m",18m,---
" 0 Đường Phú Xuân 8, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng"," 5,5 tỷ ", 75 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,15m,3
" 0 Đường Lê Vĩnh Huy, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng"," 2,4 tỷ ", 50 m2,Nam,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,"6,8m","7,4m",---
" 0 Đường Ông Ích Đường, Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng", 3 tỷ , 50 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,4m,"12,6m",1
" 0 Đường Cách Mạng Tháng 8, Phường Hòa Thọ Đông, Quận Cẩm Lệ, Đà Nẵng", 45 tỷ , 625 m2,Đông Nam,Nhà mặt tiền,---,25m,25m,2
" 68 Đường Nguyễn Xuân Hữu, Phường Hòa Thọ Đông, Quận Cẩm Lệ, Đà Nẵng"," 2,95 tỷ ", 72 m2,Đông Nam,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,4m,18m,---
" 0 Đường Trần Thánh Tông, Phường Thọ Quang, Quận Sơn Trà, Đà Nẵng"," 11,7 tỷ ", 174 m2,Tây Bắc,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"8,8m",20m,3
" Đường Lê Đại Hành, Phường Hòa Phát, Quận Cẩm Lệ, Đà Nẵng"," 14,5 tỷ ", 145 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,6m,24m,4
" Đường Văn Tiến Dũng, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng"," 3,7 tỷ ", 88 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,"17,8m",3
" Đường Đỗ Bá, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng"," 5,5 tỷ ", 85 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,"11,5m","7,5m",3
" Đường Mai Lão Bạng, Phường Thuận Phước, Quận Hải Châu, Đà Nẵng"," 3,7 tỷ ", 51 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,4m,14m,4
" Đường Mẹ Nhu, Phường Thanh Khê Tây, Quận Thanh Khê, Đà Nẵng"," 6,2 tỷ ", 105 m2,_,Nhà mặt tiền,---,6m,---,3
" Đường Lạc Long Quân, Phường Hòa Khánh Bắc, Quận Liên Chiểu, Đà Nẵng"," 5,1 tỷ ", 150 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,---,2
" Đường Phạm Nhữ Tăng, Phường Hòa Khê, Quận Thanh Khê, Đà Nẵng"," 3,5 tỷ ", 60 m2,Đông Bắc,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,"4,5m",---,3
" Đường Nguyễn Phước Nguyên, Phường Hòa Khê, Quận Thanh Khê, Đà Nẵng"," 7,95 tỷ ", 160 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,7m,---,2
" Đường Xuân Thiều, Phường Hòa Hiệp Nam, Quận Liên Chiểu, Đà Nẵng"," 2,8 tỷ ", 100 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,---,2
" Đường Núi Thành, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng", 19 tỷ , 137 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"7,3m",---,3
" Đường Lý Triện, Phường Thanh Khê Đông, Quận Thanh Khê, Đà Nẵng"," 6,8 tỷ ", 105 m2,Tây,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,---,3
" Đường Lê Thạch, Phường Hòa An, Quận Cẩm Lệ, Đà Nẵng"," 6,5 tỷ ", 123 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,---,3
" Đường Nguyễn Như Hạnh, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng"," 3,55 tỷ ", 55 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,3m,---,2
" Đường Mẹ Nhu, Phường Thanh Khê Tây, Quận Thanh Khê, Đà Nẵng"," 5,8 tỷ ", 105 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,6m,---,3
" Đường Hải Phòng, Phường Chính Gián, Quận Thanh Khê, Đà Nẵng"," 2,1 tỷ ", 55 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,5m,---,2
" Đường Trường Chinh, Phường Hòa An, Quận Cẩm Lệ, Đà Nẵng"," 2,99 tỷ ", 88 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"4,5m",---,2
" Đường Mẹ Nhu, Phường Thanh Khê Tây, Quận Thanh Khê, Đà Nẵng"," 3,3 tỷ ", 60 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,5m,---,3
" Đường Nguyễn Văn Linh, Phường Nam Dương, Quận Hải Châu, Đà Nẵng"," 5,2 tỷ ", 60 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,5m,---,3
" Đường Hà Huy Tập, Phường Hòa Khê, Quận Thanh Khê, Đà Nẵng"," 2,5 tỷ ", 40 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,4m,---,2
" Đường Lê Đình Lý, Phường Vĩnh Trung, Quận Thanh Khê, Đà Nẵng"," 10,7 tỷ ", 85 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,4m,---,5
" Đường Trần Xuân Lê, Phường Hòa Khê, Quận Thanh Khê, Đà Nẵng", 1 tỷ , 34 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,5m,---,2
" Đường Trần Phú, Phường Phước Ninh, Quận Hải Châu, Đà Nẵng", 11 tỷ , 56 m2,Đông,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"3,5m",---,3
" Đường Ông Ích Khiêm, Phường Thanh Bình, Quận Hải Châu, Đà Nẵng"," 3,649 tỷ ", 51 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,9m,"5,5m",3
" Đường Hoàng Diệu, Phường Bình Thuận, Quận Hải Châu, Đà Nẵng"," 3,79 tỷ ", 49 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,4m,13m,3
" Đường Ông Ích Khiêm, Phường Thanh Bình, Quận Hải Châu, Đà Nẵng"," 3,65 tỷ ", 45 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,9m,5m,3
" Đường Nại Tú 1, Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng"," 3,4 tỷ ", 53 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,4m,13m,1
" Đường Tạ Mỹ Duật, Phường Phước Mỹ, Quận Sơn Trà, Đà Nẵng"," 7,3 tỷ ", 88 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,18m,3
" Đường Nguyễn Chí Thanh, Phường Hải Châu I, Quận Hải Châu, Đà Nẵng"," 7,2 tỷ ", 71 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,5m,13m,4
" Đường Hồ Hán Thương, Phường Nại Hiên Đông, Quận Sơn Trà, Đà Nẵng"," 7,6 tỷ ", 100 m2,Tây Bắc,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,20m,4
" Đường Phan Tứ, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng"," 5,3 tỷ ", 118 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,"4,5m",26m,3
" Đường An Thượng 38, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng"," 8,5 tỷ ", 60 m2,Tây Nam,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,12m,5
" Đường Phạm Tu, Phường Phước Mỹ, Quận Sơn Trà, Đà Nẵng"," 2,75 tỷ ", 56 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,4m,14m,2
" Đường Nguyễn Đức Cảnh, Phường Thuận Phước, Quận Hải Châu, Đà Nẵng"," 3,95 tỷ ", 59 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"4,5m",13m,1
" Đường Ngô Quyền, Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng", 9 tỷ , 120 m2,Đông Nam,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,24m,2
" Đường Võ Chí Công, Phường Hòa Hải, Quận Ngũ Hành Sơn, Đà Nẵng"," 2,85 tỷ ", 88 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,"17,5m",2
" Đường Lê Đình Lý, Phường Vĩnh Trung, Quận Thanh Khê, Đà Nẵng"," 9,3 tỷ ", 74 m2,Đông Bắc,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"4,5m","16,5m",3
" Đường Nam Thọ 4, Phường Thọ Quang, Quận Sơn Trà, Đà Nẵng"," 4,7 tỷ ", 115 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"6,4m",18m,2
" Đường Thạch Lam, Phường Phước Mỹ, Quận Sơn Trà, Đà Nẵng"," 6,8 tỷ ", 81 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"4,9m",17m,2
" Đường Minh Mạng, Phường Hòa Quý, Quận Ngũ Hành Sơn, Đà Nẵng"," 3,29 tỷ ", 100 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,20m,2
" Đường Nại Hiên Đông, Phường Nại Hiên Đông, Quận Sơn Trà, Đà Nẵng"," 4,4 tỷ ", 72 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,4m,18m,2
" Đường Đỗ Thúc Tịnh, Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng"," 3,9 tỷ ", 73 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"5,2m",14m,1
" Đường Hoàng Diệu, Phường Bình Thuận, Quận Hải Châu, Đà Nẵng"," 4,2 tỷ ", 156 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,25m,4
" Đường Nguyễn Đình Chiểu, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng"," 3,2 tỷ ", 100 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,5m,29m,1
" Đường Ngô Quyền, Phường Thọ Quang, Quận Sơn Trà, Đà Nẵng"," 3,8 tỷ ", 34 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"5,3m",7m,3
" Đường Ngô Quyền, Phường Thọ Quang, Quận Sơn Trà, Đà Nẵng"," 3,8 tỷ ", 34 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"5,3m",7m,3
" Đường An Trung, Phường An Hải Tây, Quận Sơn Trà, Đà Nẵng"," 3,5 tỷ ", 50 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,10m,2
" Đường Huy Du, Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng", 14 tỷ , 85 m2,Đông Nam,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,18m,3
" Đường Nguyễn Đức Cảnh, Phường Thuận Phước, Quận Hải Châu, Đà Nẵng"," 3,95 tỷ ", 59 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"4,5m",13m,1
" Đường Hoàng Diệu, Phường Bình Thuận, Quận Hải Châu, Đà Nẵng"," 3,2 tỷ ", 70 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,"5,5m",17m,2
" Đường Nguyễn Văn Linh, Phường Chính Gián, Quận Thanh Khê, Đà Nẵng"," 32,5 tỷ ", 493 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,22m,5
" Đường Lê Độ, Phường Chính Gián, Quận Thanh Khê, Đà Nẵng"," 2,7 tỷ ", 90 m2,_,Nhà trong hẻm,---,5m,18m,2
" Đường Trưng Nữ Vương, Phường Bình Hiên, Quận Hải Châu, Đà Nẵng"," 2,25 tỷ ", 87 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,5m,17m,2
" Đường Phan Chu Trinh, Phường Nam Dương, Quận Hải Châu, Đà Nẵng"," 2,15 tỷ ", 52 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,"4,2m",12m,3
" Đường Trần Cao Vân, Phường Thanh Khê Đông, Quận Thanh Khê, Đà Nẵng"," 6,4 tỷ ", 55 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"5,2m",10m,3
" Đường Nguyễn Văn Linh, Phường Chính Gián, Quận Thanh Khê, Đà Nẵng"," 32,5 tỷ ", 112 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,22m,5
" Đường Hùng Vương, Phường Chính Gián, Quận Thanh Khê, Đà Nẵng"," 2,25 tỷ ", 40 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,4m,10m,4
" Đường Nguyễn Văn Linh, Phường Nam Dương, Quận Hải Châu, Đà Nẵng"," 5,2 tỷ ", 60 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,5m,12m,3
" Đường Nguyễn Văn Linh, Phường Nam Dương, Quận Hải Châu, Đà Nẵng"," 4,15 tỷ ", 70 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,5m,14m,3
" Đường Hoàng Diệu, Phường Bình Thuận, Quận Hải Châu, Đà Nẵng"," 3,6 tỷ ", 60 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,5m,12m,3
" Đường Tô Hiến Thành, Phường Phước Mỹ, Quận Sơn Trà, Đà Nẵng"," 7,89 tỷ ", 80 m2,_,Nhà mặt tiền,---,5m,16m,5
" Đường Lê Độ, Phường Chính Gián, Quận Thanh Khê, Đà Nẵng"," 1,9 tỷ ", 62 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,3m,10m,2
" Đường Đoàn Khuê, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng"," 6,1 tỷ ", 95 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,11m,19m,3
" Đường Nguyễn Đức Cảnh, Phường Thuận Phước, Quận Hải Châu, Đà Nẵng"," 3,95 tỷ ", 59 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"4,5m",13m,1
" Đường Dương Lâm, Phường Nại Hiên Đông, Quận Sơn Trà, Đà Nẵng"," 6,7 tỷ ", 117 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,7m,18m,3
" Đường Phạm Tu, Phường Phước Mỹ, Quận Sơn Trà, Đà Nẵng"," 5,4 tỷ ", 56 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,4m,14m,3
" Đường Đỗ Thúc Tịnh, Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng"," 3,9 tỷ ", 73 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"5,3m",14m,1
" Đường Ngô Quyền, Phường Thọ Quang, Quận Sơn Trà, Đà Nẵng"," 2,5 tỷ ", 73 m2,Tây Bắc,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,"4,4m",16m,1
" Đường Mỹ Đa Đông 5, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng"," 7,2 tỷ ", 68 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,4m,17m,5
" Đường Đỗ Thúc Tịnh, Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng"," 3,9 tỷ ", 73 m2,Đông Bắc,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"5,2m",14m,1
" Đường Võ Chí Công, Phường Hòa Hải, Quận Ngũ Hành Sơn, Đà Nẵng"," 2,8 tỷ ", 88 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,"17,5m",2
" Đường Võ Chí Công, Phường Hòa Hải, Quận Ngũ Hành Sơn, Đà Nẵng"," 2,8 tỷ ", 88 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,"17,5m",2
" Đường Đống Đa, Phường Hải Châu II, Quận Hải Châu, Đà Nẵng"," 9,1 tỷ ", 104 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,"5,2m",20m,5
" Đường Lê Ngô Cát, Phường Vĩnh Trung, Quận Thanh Khê, Đà Nẵng"," 4,65 tỷ ", 52 m2,_,Nhà mặt tiền,---,---,---,2
" Đường Phạm Tu, Phường Phước Mỹ, Quận Sơn Trà, Đà Nẵng"," 5,2 tỷ ", 56 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,4m,14m,7
" Đường Võ Chí Công, Phường Hòa Hải, Quận Ngũ Hành Sơn, Đà Nẵng"," 2,8 tỷ ", 88 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,"17,5m",2
" Đường Trung Lương 7, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng"," 3,45 tỷ ", 110 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,22m,2
" Đường Nguyễn Đức Cảnh, Phường Thuận Phước, Quận Hải Châu, Đà Nẵng"," 3,95 tỷ ", 59 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"4,5m",13m,1
" Đường Ngô Quyền, Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng", 9 tỷ , 120 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,24m,2
" Đường Hoài Thanh, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng"," 5,59 tỷ ", 69 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,6m,12m,4
" Đường Bắc Đẩu, Phường Thanh Bình, Quận Hải Châu, Đà Nẵng"," 2,48 tỷ ", 48 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,"3,5m","13,5m",2
" Đường Phan Tứ, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng"," 5,3 tỷ ", 118 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,"4,5m",26m,1
" Đường An Thượng 12, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng"," 2,95 tỷ ", 38 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"3,75m",10m,1
" Đường Bùi Tá Hán, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng", 18 tỷ , 250 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,10m,20m,3
" Đường Lý Nhật Quang., Phường Nại Hiên Đông, Quận Sơn Trà, Đà Nẵng", 35 tỷ , 375 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,15m,25m,6
" Đường Hồ Tông Thốc, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng"," 5,6 tỷ ", 93 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,"18,5m",1
" Đường Đỗ Nhuận, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng"," 8,9 tỷ ", 230 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,---,3
" Đường Nguyễn Xí, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng"," 6,7 tỷ ", 125 m2,Đông Bắc,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,---,4
" Đường Ông Ích Khiêm, Phường Hải Châu II, Quận Hải Châu, Đà Nẵng"," 3,65 tỷ ", 60 m2,_,Nhà trong hẻm,---,---,---,3
" Đường An Thượng 6, Phường Hòa Hải, Quận Ngũ Hành Sơn, Đà Nẵng"," 7,95 tỷ ", 55 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,11m,5
" Đường Hà Duy Phiên, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng"," 3,15 tỷ ", 80 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,16m,1
" Đường Trung Lương, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng"," 7,5 tỷ ", 125 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,25m,3
" Đường Trần Kim Xuyến, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng"," 4,5 tỷ ", 100 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,20m,2
" Đường Bùi Xương Tự, Phường Hòa Thọ Đông, Quận Cẩm Lệ, Đà Nẵng", 4 tỷ , 112 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,6m,20m,1
" Đường Nhân Hòa 2, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng"," 3,5 tỷ ", 100 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,20m,2
" Đường Đa Mặn, Phường Hòa Hải, Quận Ngũ Hành Sơn, Đà Nẵng"," 4,1 tỷ ", 80 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,18m,2
" Đường Nguyễn Xuân Khoát, Phường Phước Mỹ, Quận Sơn Trà, Đà Nẵng"," 8,7 tỷ ", 110 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,6m,19m,3
" Đường Trần Nam Trung, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng"," 9,2 tỷ ", 100 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,20m,3
" Đường Lê Quảng Chí, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng"," 8,15 tỷ ", 100 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,20m,1
" Đường Nguyễn Bá Phát, Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng"," 3,5 tỷ ", 140 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,7m,20m,2
" Đường Văn Tiến Dũng, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng", 9 tỷ , 175 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,8m,21m,3
" Đường Tùng Lâm 6, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng"," 4,15 tỷ ", 100 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,20m,2
" Đường Lê Thanh Nghị, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng"," 6,8 tỷ ", 100 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"4,5m",22m,4
" Đường Lê Văn Hiến, Phường Hòa Hải, Quận Ngũ Hành Sơn, Đà Nẵng"," 18,3 tỷ ", 306 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,6m,51m,3
" Đường An Hòa 9, Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng", 6 tỷ , 100 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,20m,2
" Đường Nhân Hòa 5, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng"," 3,7 tỷ ", 100 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,20m,2
" Đường Đào Công Soạn, Phường Hòa Hiệp Bắc, Quận Liên Chiểu, Đà Nẵng"," 6,2 tỷ ", 143 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,14m,10m,2
" Đường Lê Văn Hiến, Phường Hòa Hải, Quận Ngũ Hành Sơn, Đà Nẵng", 10 tỷ , 96 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"4,5m",21m,4
" Đường Cần Giuộc, Phường An Khê, Quận Thanh Khê, Đà Nẵng"," 7,2 tỷ ", 106 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,21m,3
" Đường Đô Đốc Tuyết, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng"," 4,7 tỷ ", 100 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,20m,2
" Đường Mẹ Thứ, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng"," 6,2 tỷ ", 125 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,25m,3
" Đường Quách Thị Trang, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng", 5 tỷ , 107 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,"21,4m",2
" Đường Hoàng Thế Thiện, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng", 8 tỷ , 120 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,24m,4
