price,Diện tích,Phòng ngủ,Phòng tắm,Giấy tờ pháp lý,Số tầng,Chiều rộng,Chiều dài,Hiện trạng nhà,Năm xây dựng,Vị trí,Trạng thái sử dụng,Đường rộng,Hướng,Kết cấu
28.5 tỷ,285 m²,5,5,Sổ hồng,2,16 m,18 m,Đang ở,,,,,,
5.25 tỷ,90 m²,2,1,Sổ hồng,1,4.5 m,18 m,Đang ở,,,,,,
1.75 tỷ,32 m²,2,1,Sổ hồng,1,5.5 m,6 m,Nhà trống,,,,,,
5.5 tỷ,93 m²,3,2,Sổ hồng,2,5 m,18.5 m,Đang ở,,,,,,
14.4 tỷ,106 m²,5,5,Sổ đỏ,5+,6.2 m,17 m,Nhà trống,,,,,,
10.8 tỷ,110 m²,3,3,Sổ đỏ,2,11 m,10 m,Nhà trống,,,,,,
1.35 tỷ,15 m²,1,1,Sổ hồng,2,6.4 m,2.4 m,Nhà trống,,,,,,
13 tỷ,70 m²,3,2,Sổ hồng,2,4 m,17.5 m,Đang ở,,,,,,
2.05 tỷ,30 m²,3,2,Sổ đỏ,3,4 m,8 m,Nhà trống,,,,,,
10.8 tỷ,110 m²,5,5,Sổ hồng,2,10 m,11 m,Đang ở,,,,,,
4.4 tỷ,70 m²,3,3,Sổ hồng,3,5 m,14 m,Đang ở,,,,,,
1.25 tỷ,17 m²,2,2,Sổ hồng,2,3.6 m,4.7 m,Đang ở,,,,,,
1.79 tỷ,65 m²,2,1,Sổ hồng,1,4.5 m,15 m,Nhà trống,,,,,,
1.95 tỷ,43 m²,2,1,Sổ đỏ,2,4 m,11 m,Đang ở,,,,,,
11 tỷ,120 m²,5,5,Sổ đỏ,3,5 m,24 m,Nhà trống,,,,,,
33 tỷ,142 m²,5,4,Sổ đỏ,5+,6.47 m,21 m,Nhà trống,,,,,,
3.35 tỷ,52 m²,3,2,Sổ đỏ,3,3.6 m,14.6 m,Nhà trống,,,,,,
3.35 tỷ,52 m²,3,2,Sổ đỏ,3,3.6 m,14.6 m,Nhà trống,,,,,,
7.8 tỷ,110 m²,5,5,Sổ đỏ,3,6.5 m,17 m,Đang ở,,,,,,
7.5 tỷ,130 m²,3,4,Sổ đỏ,3,10 m,13 m,Đang ở,,,,,,
6.5 tỷ,80 m²,5,5,Sổ đỏ,3,5 m,16 m,Nhà trống,,,,,,
6.9 tỷ,100 m²,3,2,Sổ đỏ,2,5 m,20 m,Nhà trống,,,,,,
13.8 tỷ,154 m²,3,3,Sổ đỏ,2,9.5 m,17 m,Đang ở,,,,,,
2.85 tỷ,90 m²,3,3,Sổ đỏ,2,5 m,19 m,Nhà trống,,,,,,
2.65 tỷ,60 m²,3,3,Sổ đỏ,3,4 m,15 m,Nhà trống,,,,,,
3.5 tỷ,50 m²,3,3,Sổ đỏ,3,7 m,7 m,Đang ở,,,,,,
10.89 tỷ,110 m²,,,Sổ đỏ,2,10 m,11 m,Nhà trống,,,,,,
3.3 tỷ,99 m²,3,1,Sổ hồng,1,5.7 m,17 m,Đang ở,,,,,,
9.05 tỷ,103 m²,2,1,Sổ hồng,1,6 m,16.2 m,Nhà trống,,,,,,
4.1 tỷ,52 m²,3,4,Sổ hồng,3,4.5 m,12 m,Đang ở,,,,,,
3.97 tỷ,98 m²,2,2,Sổ hồng,2,5 m,19.5 m,Đang ở,,,,,,
2.45 tỷ,54 m²,3,2,Sổ hồng,2,4 m,13.5 m,Nhà trống,,,,,,
5.28 tỷ,90 m²,2,1,Sổ hồng,1,4.5 m,18 m,Đang ở,,,,,,
5.45 tỷ,93 m²,3,2,Sổ hồng,2,5 m,18.5 m,Nhà trống,,,,,,
4.4 tỷ,151 m²,5,4,Sổ đỏ,2,5 m,44 m,Nhà trống,,,,,,
3.2 tỷ,112 m²,3,2,Sổ đỏ,2,5 m,30 m,Nhà trống,,,,,,
5.6 tỷ,49 m²,3,2,Sổ hồng,3,4 m,12.2 m,Đang ở,,,,,,
4.9 tỷ,61 m²,2,2,Sổ hồng,2,5 m,12 m,Đang ở,,,,,,
2.29 tỷ,61 m²,2,2,Sổ hồng,1,4 m,15 m,Đang ở,,,,,,
10.8 tỷ,68 m²,4,4,Hợp đồng mua bán,4,,,Nhà trống,,,,,,
3.8 tỷ,61 m²,3,2,Sổ đỏ,2,5 m,,Nhà trống,,,,,,
3.6 tỷ,51 m²,4,2,Sổ hồng,3,3.2 m,17 m,Đang ở,,,,,,
3.3 tỷ,75 m²,2,2,Sổ hồng,2,5 m,15 m,Nhà trống,,,,,,
13.7 tỷ,76 m²,4,2,Sổ hồng,2,3.5 m,22 m,Nhà trống,,,,,,
2.2 tỷ,30 m²,2,2,Sổ hồng,2,4.2 m,7.7 m,Nhà trống,,,,,,
3.99 tỷ,80 m²,3,2,Sổ hồng,2,4 m,20 m,Đang ở,,,,,,
2.25 tỷ,95 m²,2,2,Sổ đỏ,1,6 m,16 m,Nhà trống,,,,,,
5.3 tỷ,86 m²,4,4,Sổ đỏ,3,4.3 m,20 m,Đang ở,,,,,,
2.25 tỷ,95 m²,2,2,Sổ đỏ,1,6 m,16 m,Nhà trống,,,,,,
72 tỷ,270 m²,5,5,Sổ đỏ,5+,15 m,18 m,Nhà trống,,,,,,
10 tỷ,75 m²,3,3,Sổ đỏ,3,,,Nhà trống,,,,,,
2.3 tỷ,53 m²,3,2,Sổ hồng,2,4.3 m,12.5 m,Đang ở,,,,,,
4.5 tỷ,38 m²,2,2,Sổ hồng,4,3.8 m,10 m,Đang ở,,,,,,
1.5 tỷ,23 m²,2,1,Sổ hồng,2,3.5 m,6.9 m,Nhà trống,,,,,,
1.82 tỷ,40 m²,2,1,Sổ hồng,2,3.3 m,12.6 m,Đang ở,,,,,,
8.5 tỷ,75 m²,5,5,Sổ đỏ,4,5 m,15 m,Đang ở,,,,,,
5.6 tỷ,49 m²,3,2,Sổ hồng,3,4 m,12.2 m,Đang ở,,,,,,
7.5 tỷ,133 m²,3,3,Sổ đỏ,2,4 m,33 m,Đang ở,,,,,,
11.5 tỷ,132 m²,4,4,Sổ đỏ,3,7.5 m,18.5 m,Đang ở,,,,,,
2.35 tỷ,34 m²,3,3,Sổ hồng,4,3.5 m,9 m,Nhà trống,,,,,,
3.05 tỷ,37 m²,2,2,Sổ hồng,1,4 m,9.1 m,Đang ở,,,,,,
3.45 tỷ,60 m²,2,1,Sổ hồng,1,5 m,12 m,Đang ở,,,,,,
1.57 tỷ,44 m²,2,1,Sổ hồng,1,3.7 m,12 m,Đang ở,,,,,,
50 tỷ,445 m²,4,3,Sổ hồng,2,15.5 m,20 m,Nhà trống,,,,,,
6.8 tỷ,47 m²,4,2,Sổ hồng,2,9 m,5.5 m,Nhà trống,,,,,,
16 tỷ,200 m²,,,,,,,,,,,,,
8.5 tỷ,121 m²,,,,,,,,,,,,,
10.9 tỷ,123 m²,5,5,,,,,,,,,,,
2.85 tỷ,52 m²,3,3,Sổ đỏ,3,4 m,13 m,Nhà trống,,,,,,
3.7 tỷ,100 m²,4,4,Sổ hồng,3,5 m,20 m,Có nội thất,,Mặt tiền,Đã qua sử dụng,,,
3.4 tỷ,81 m²,3,2,Sổ đỏ,2,,,Đang ở,,,,,,
4.18 tỷ,50 m²,3,3,Sổ hồng,3,8.1 m,6 m,Nhà trống,,,,,,
6.3 tỷ,90 m²,3,2,Sổ hồng,2,4.5 m,20 m,Đang ở,,,,,,
2.7 tỷ,42 m²,2,2,Sổ hồng,3,4 m,10.4 m,Đang ở,,,,,,
5.85 tỷ,22 m²,3,3,Sổ hồng,4,4 m,5.5 m,Nhà trống,,,,,,
9.99 tỷ,135 m²,4,3,Sổ hồng,3,5 m,23 m,Đang ở,,,,,,
11.95 tỷ,125 m²,4,3,Sổ hồng,3,5 m,25 m,Nhà trống,,,,,,
4.1 tỷ,59 m²,2,2,Sổ hồng,2,4.5 m,14 m,Đang ở,,,,,,
2.18 tỷ,66 m²,3,2,Sổ đỏ,1,4 m,16.4 m,Đang ở,,,,,,
3.6 tỷ,100 m²,4,4,Sổ hồng,3,5 m,20 m,Có nội thất,,Mặt tiền,Đã qua sử dụng,7.5 m,,
4.7 tỷ,50 m²,3,3,Sổ đỏ,3,4 m,15 m,Đang ở,,,,,,
31.5 tỷ,191 m²,5,5,Sổ đỏ,5+,6.04 m,31.5 m,Nhà trống,,,,,,
2.18 tỷ,38 m²,2,2,Sổ đỏ,2,6 m,6.3 m,Nhà trống,,,,,,
7.2 tỷ,113 m²,4,4,Sổ đỏ,3,5 m,22.6 m,Nhà trống,,,,,,
2.29 tỷ,80 m²,3,2,Sổ đỏ,2,5 m,16 m,Nhà trống,,,,,,
10.5 tỷ,180 m²,5,5,Hợp đồng mua bán,3,10 m,18 m,Đang ở,,,,,,
5.6 tỷ,100 m²,4,2,Sổ hồng,2,5 m,20 m,Đang ở,,,,,,
5.39 tỷ,90 m²,2,1,Sổ hồng,2,4.5 m,18 m,Nhà trống,,,,,,
9.45 tỷ,87 m²,3,3,Sổ hồng,3,5 m,17.6 m,Nhà trống,,,,,,
4.4 tỷ,56 m²,3,3,Sổ hồng,3,4 m,14 m,Nhà trống,,,,,,
1.79 tỷ,31 m²,3,2,Sổ hồng,3,3.7 m,9 m,Nhà trống,,,,,,
9.15 tỷ,88 m²,3,4,Sổ đỏ,3,5 m,18 m,Đang ở,,,,,,
11.9 tỷ,170 m²,4,5,Sổ đỏ,4,9 m,20 m,Nhà trống,,,,,,
11.9 tỷ,170 m²,4,5,Sổ đỏ,4,9 m,20 m,Nhà trống,,,,,,
6.9 tỷ,90 m²,4,5,Sổ đỏ,4,5 m,19.5 m,Nhà trống,,,,,,
6.9 tỷ,90 m²,4,5,Sổ đỏ,4,5 m,19.5 m,Nhà trống,,,,,,
11.5 tỷ,100 m²,3,2,Sổ hồng,2,5 m,20 m,Nhà trống,,,,,,
5.2 tỷ,80 m²,3,2,Sổ hồng,2,5 m,16 m,Nhà trống,,,,,,
3.55 tỷ,70 m²,3,3,Sổ hồng,3,5 m,14 m,Có nội thất,,Hẻm,Chưa sử dụng,4 m,,
3.99 tỷ,80 m²,3,2,Sổ hồng,2,4 m,20 m,Đang ở,,,,,,
3.75 tỷ,90 m²,3,3,Sổ đỏ,3,5 m,18 m,Đang ở,,,,,,
2.3 tỷ,53 m²,3,2,Sổ hồng,2,4.3 m,12.5 m,Nhà trống,,,,,,
3.99 tỷ,80 m²,3,2,Sổ đỏ,2,4 m,20 m,Đang ở,,,,,,
2.59 tỷ,120 m²,2,1,Sổ đỏ,,5 m,25 m,Đang ở,,,,,,
3.79 tỷ,27 m²,3,4,Sổ hồng,4,3.1 m,8.6 m,Đang ở,,,,,,
6.2 tỷ,77 m²,3,2,Sổ hồng,2,5 m,15.6 m,Đang ở,,,,,,
1.75 tỷ,40 m²,2,2,Sổ hồng,2,4 m,10 m,Nhà trống,,,,,,
3.95 tỷ,31 m²,2,3,Sổ hồng,3,3.3 m,9 m,Đang ở,,,,,,
3.5 tỷ,78 m²,3,3,Hợp đồng mua bán,3,5 m,15.6 m,Đang ở,,,,,,
3.1 tỷ,65 m²,3,3,Sổ đỏ,3,4.5 m,14.5 m,Nhà trống,,,,,,
3.99 tỷ,80 m²,3,2,Sổ đỏ,2,4 m,20 m,Đang ở,,,,,,
8.8 tỷ,90 m²,5,5,Sổ đỏ,4,5 m,18 m,Đang ở,,,,,,
3.5 tỷ,78 m²,3,3,Hợp đồng mua bán,3,5 m,15.6 m,Đang ở,,,,,,
2.29 tỷ,80 m²,3,2,Sổ đỏ,2,5 m,16 m,Nhà trống,,,,,,
8.8 tỷ,90 m²,5,5,Sổ đỏ,4,5 m,18 m,Đang ở,,,,,,
5.75 tỷ,100 m²,3,4,Hợp đồng mua bán,3,5 m,20 m,Nhà trống,,,,,,
8 tỷ,200 m²,5,5,Sổ đỏ,5+,10 m,20 m,Đang ở,,,,,,
12.8 tỷ,120 m²,5,5,Sổ đỏ,5+,8 m,15 m,Nhà trống,,,,,,
12.8 tỷ,120 m²,5,5,Sổ đỏ,5+,8 m,15 m,Nhà trống,,,,,,
2.23 tỷ,53 m²,2,2,Sổ hồng,2,3.5 m,15 m,Nhà trống,,,,,,
17 tỷ,271 m²,5,5,Sổ hồng,4,5.2 m,40 m,Đang ở,,,,,,
2.1 tỷ,50 m²,2,2,Sổ hồng,2,5 m,10 m,Đang ở,,,,,,
9.3 tỷ,50 m²,4,5,Sổ hồng,5+,5 m,10 m,Đang ở,,,,,,
6.9 tỷ,100 m²,3,2,Sổ hồng,2,5 m,20 m,Đang ở,,,,,,
5.3 tỷ,80 m²,3,2,Sổ hồng,2,5 m,16 m,Nhà trống,,,,,,
2.38 tỷ,41 m²,2,2,Sổ hồng,2,4 m,10 m,Nhà trống,,,,,,
5.2 tỷ,65 m²,2,1,Sổ hồng,2,4.5 m,15 m,Nhà trống,,,,,,
5.4 tỷ,85 m²,2,2,Sổ hồng,2,5 m,16.5 m,Đang ở,,,,,,
5.2 tỷ,65 m²,2,1,Sổ hồng,2,4.5 m,15 m,Nhà trống,,,,,,
4.8 tỷ,60 m²,4,3,Sổ đỏ,3,6 m,10 m,Nhà trống,,,,,,
3.55 tỷ,70 m²,3,3,Sổ hồng,3,5 m,14 m,Có nội thất,,Hẻm,Chưa sử dụng,4 m,,
5.2 tỷ,85 m²,3,2,Sổ đỏ,2,5.5 m,16 m,Đang ở,,,,,,
4.3 tỷ,50 m²,4,4,Sổ hồng,4,5 m,10 m,Đang ở,,,,,,
16 tỷ,110 m²,5,5,Sổ hồng,5+,5 m,22 m,Đang ở,,,,,,
4.2 tỷ,72 m²,4,3,Sổ hồng,3,3.6 m,20 m,Nhà trống,,,,,,
2.18 tỷ,37 m²,2,2,Sổ hồng,2,6.9 m,5.35 m,Đang ở,,,,,,
23 tỷ,350 m²,5,5,Sổ hồng,4,8.4 m,42 m,Nhà trống,,,,,,
3.15 tỷ,75 m²,3,2,Sổ hồng,3,5 m,15 m,Đang ở,,,,,,
8.9 tỷ,102 m²,4,4,Sổ đỏ,2,11 m,9 m,Đang ở,,,,,,
8.5 tỷ,100 m²,5,5,Sổ đỏ,4,5 m,20 m,Nhà trống,,,,,,
3.85 tỷ,60 m²,3,3,Sổ hồng,3,4.3 m,14 m,Đang ở,,,,,,
5.99 tỷ,100 m²,5,3,Sổ hồng,3,5 m,20 m,Đang ở,,,,,,
5.45 tỷ,90 m²,2,1,Sổ hồng,2,4.5 m,18 m,Đang ở,,,,,,
13.99 tỷ,100 m²,5,4,Sổ hồng,3,5 m,20 m,Nhà trống,,,,,,
10.5 tỷ,180 m²,5,5,Hợp đồng mua bán,3,10 m,18 m,Đang ở,,,,,,
12.7 tỷ,190 m²,2,2,Sổ hồng,2,6.5 m,29 m,Nhà trống,,,,,,
53 tỷ,358 m²,,,Sổ đỏ,,,,Đang ở,,,,,,
16 tỷ,126 m²,5,5,Sổ đỏ,4,1 m,1 m,Đang ở,,,,,,
23 tỷ,350 m²,5,5,Sổ hồng,4,8.4 m,42 m,Đang ở,,,,,,
1.45 tỷ,31 m²,2,1,Sổ hồng,1,3 m,10 m,Đang ở,,,,,,
8.9 tỷ,102 m²,4,3,Sổ đỏ,2,10.8 m,9.5 m,Đang ở,,,,,,
2.29 tỷ,92 m²,3,2,Sổ đỏ,2,5.5 m,16.7 m,Nhà trống,,,,,,
2.59 tỷ,41 m²,3,2,Sổ hồng,3,4 m,10 m,Đang ở,,,,,,
4.18 tỷ,48 m²,3,3,Sổ hồng,3,8 m,6 m,Đang ở,,,,,,
16.5 tỷ,55 m²,4,3,Sổ hồng,3,6 m,9 m,Đang ở,,,,,,
12.5 tỷ,95 m²,5,5,Sổ hồng,5+,5 m,19.5 m,Nhà trống,,,,,,
7.2 tỷ,113 m²,4,4,Sổ đỏ,3,5 m,22.6 m,Đang ở,,,,,,
3.65 tỷ,43 m²,4,4,Sổ đỏ,5+,4 m,11 m,Đang ở,,,,,,
31.5 tỷ,191 m²,5,5,Sổ đỏ,5+,6.04 m,31.5 m,Nhà trống,,,,,,
5.59 tỷ,90 m²,2,1,Sổ hồng,2,4.5 m,18 m,Nhà trống,,,,,,
7.5 tỷ,100 m²,3,3,Sổ hồng,3,10 m,10 m,Nhà trống,,,,,,
2.69 tỷ,85 m²,3,2,Sổ hồng,2,5 m,17 m,Đang ở,,,,,,
3.35 tỷ,70 m²,3,2,Sổ đỏ,1,4.5 m,15.5 m,Đang ở,,,,,,
4.6 tỷ,56 m²,3,2,Sổ hồng,2,4 m,14 m,Đang ở,,,,,,
4.2 tỷ,72 m²,4,3,Sổ hồng,3,3.6 m,20 m,Nhà trống,,,,,,
1.35 tỷ,23 m²,2,2,Sổ hồng,2,3.5 m,7 m,Nhà trống,,,,,,
4.15 tỷ,48 m²,3,3,Sổ hồng,3,4 m,12 m,Đang ở,,,,,,
2.69 tỷ,85 m²,3,2,Sổ hồng,2,5 m,17 m,Nhà trống,,,,,,
4.7 tỷ,50 m²,3,3,Sổ đỏ,3,4 m,15 m,Đang ở,,,,,,
2.55 tỷ,40 m²,2,2,Sổ hồng,2,3.6 m,10.6 m,Đang ở,,,,,,
2.95 tỷ,59 m²,4,3,Sổ hồng,2,4.5 m,13 m,Nhà trống,,,,,,
4.15 tỷ,48 m²,3,3,Sổ đỏ,3,4 m,10 m,Đang ở,,,,,,
4.6 tỷ,100 m²,4,2,Sổ hồng,2,5 m,20 m,Đang ở,,,,,,
8.5 tỷ,235 m²,4,3,Sổ hồng,2,7 m,33 m,Đang ở,,,,,,
23 tỷ,350 m²,5,5,Sổ hồng,4,8.4 m,42 m,Nhà trống,,,,,,
4.9 tỷ,100 m²,5,5,Sổ hồng,2,5 m,20 m,Đang ở,,,,,,
5.4 tỷ,93 m²,3,4,Sổ đỏ,3,5 m,18.5 m,Đang ở,,,,,,
3.75 tỷ,51 m²,3,3,Sổ đỏ,4,4 m,12.8 m,Đang ở,,,,,,
2.59 tỷ,41 m²,3,2,Sổ hồng,3,4 m,10 m,Nhà trống,,,,,,
8.5 tỷ,100 m²,5,5,Sổ đỏ,5+,5 m,20 m,Nhà trống,,,,,,
4.5 tỷ,147 m²,3,5,Sổ đỏ,3,,,Nhà trống,,,,,,
2.5 tỷ,70 m²,3,3,Sổ hồng,2,4 m,17 m,Có nội thất,,Hẻm,Chưa sử dụng,4 m,,
4.2 tỷ,79 m²,2,2,Sổ đỏ,,,,Nhà trống,,,,,,
2.88 tỷ,61 m²,1,1,Sổ hồng,1,3.5 m,18 m,Nhà trống,,,,,,
1.78 tỷ,50 m²,2,2,Sổ đỏ,2,,,Nhà trống,,,,,,
16 tỷ,110 m²,5,5,Sổ hồng,5+,5 m,22 m,Đang ở,,,,,,
12.5 tỷ,195 m²,3,4,Sổ hồng,2,10 m,19.5 m,Đang ở,,,,,,
1.43 tỷ,41 m²,2,1,Sổ hồng,1,5 m,8 m,Đang ở,,,,,,
4.5 tỷ,93 m²,3,3,Sổ hồng,2,4.8 m,22 m,Đang ở,,,,,,
2 tỷ,32 m²,2,2,Sổ hồng,2,4 m,8 m,Nhà trống,,,,,,
4.5 tỷ,110 m²,5,5,Sổ hồng,2,5 m,22 m,Nhà trống,,,,,,
2.8 tỷ,90 m²,2,1,Sổ hồng,2,5.2 m,17 m,Nhà trống,,,,,,
2.15 tỷ,50 m²,2,2,Sổ hồng,2,5 m,10 m,Nhà trống,,,,,,
2.2 tỷ,40 m²,3,2,Sổ đỏ,2,7.5 m,,Nhà trống,,,,,,
6.8 tỷ,52 m²,5,5,Sổ hồng,5+,5 m,10.4 m,Nhà trống,,,,,,
4.5 tỷ,55 m²,3,3,Sổ hồng,3,4.4 m,13 m,Đang ở,,,,,,
2.68 tỷ,51 m²,2,1,Sổ hồng,2,4.3 m,13 m,Đang ở,,,,,,
1.78 tỷ,62 m²,2,1,Sổ hồng,1,6 m,10 m,Nhà trống,,,,,,
4.5 tỷ,55 m²,3,3,Sổ hồng,3,4.4 m,13 m,Đang ở,,,,,,
1.7 tỷ,52 m²,3,2,Sổ hồng,2,7 m,7.5 m,Nhà trống,,,,,,
5.2 tỷ,100 m²,3,2,Sổ hồng,1,5 m,20 m,Nhà trống,,,,,,
4.2 tỷ,60 m²,2,2,Sổ hồng,2,4.5 m,14 m,Đang ở,,,,,,
1.85 tỷ,64 m²,2,1,Sổ hồng,1,4.6 m,14 m,Nhà trống,,,,,,
2.68 tỷ,51 m²,2,1,Sổ hồng,2,4.3 m,13 m,Đang ở,,,,,,
4.1 tỷ,60 m²,3,3,Sổ hồng,4,5.4 m,11 m,Nhà trống,,,,,,
3.8 tỷ,67 m²,3,2,Sổ hồng,2,4.2 m,16 m,Đang ở,,,,,,
39 tỷ,324 m²,5,5,Sổ hồng,4,10 m,32.4 m,Đang ở,,,,,,
12.5 tỷ,195 m²,3,4,Sổ hồng,2,10 m,19.5 m,Đang ở,,,,,,
3.5 tỷ,70 m²,3,2,Sổ hồng,2,3.6 m,18.5 m,Đang ở,,,,,,
2.25 tỷ,34 m²,4,3,Sổ hồng,4,3.6 m,9.5 m,Đang ở,,,,,,
4.6 tỷ,61 m²,3,2,Sổ hồng,2,5 m,12 m,Nhà trống,,,,,,
6.3 tỷ,70 m²,3,2,Sổ hồng,2,4.8 m,12 m,Nhà trống,,,,,,
1.68 tỷ,28 m²,2,2,Sổ hồng,2,3 m,9.5 m,Đang ở,,,,,,
2.5 tỷ,70 m²,3,3,Sổ hồng,2,4 m,17 m,Có nội thất,,Hẻm,Chưa sử dụng,4 m,,
2.3 tỷ,100 m²,2,2,Sổ hồng,1,6 m,16 m,Nhà trống,,Hẻm,Đã qua sử dụng,4 m,,Nhà cấp 4
3.5 tỷ,69 m²,3,2,Sổ hồng,2,3.6 m,18 m,Nhà trống,,,,,,
1.85 tỷ,64 m²,2,1,Sổ hồng,1,4.6 m,14 m,Nhà trống,,,,,,
3.58 tỷ,70 m²,3,2,Sổ hồng,2,5.5 m,10.8 m,Đang ở,,,,,,
55 tỷ,385 m²,5,5,Sổ hồng,3,11.2 m,35 m,Đang ở,,,,,,
4.9 tỷ,61 m²,2,2,Sổ hồng,2,5 m,12 m,Đang ở,,,,,,
18 tỷ,265 m²,5,5,Sổ hồng,5+,11 m,24 m,Đang ở,,,,,,
3.75 tỷ,51 m²,3,4,Sổ đỏ,3,4 m,13 m,Nhà trống,,,,,,
3.45 tỷ,50 m²,3,3,Sổ đỏ,3,5 m,10 m,Đang ở,,,,,,
4.8 tỷ,85 m²,3,4,Sổ đỏ,3,5 m,17 m,Nhà trống,,,,,,
1.85 tỷ,64 m²,2,1,Sổ hồng,1,4.6 m,14 m,Nhà trống,,,,,,
1.45 tỷ,24 m²,1,2,Sổ hồng,2,3 m,8 m,Nhà trống,,,,,,
2.85 tỷ,90 m²,3,3,Sổ đỏ,2,5 m,19 m,Nhà trống,,,,,,
13.8 tỷ,117 m²,3,3,Sổ đỏ,2,,,Đang ở,,,,,,
18 tỷ,265 m²,5,5,Sổ hồng,5+,11 m,24 m,Đang ở,,,,,,
2.45 tỷ,73 m²,4,2,Sổ hồng,2,10 m,17.3 m,Đang ở,,,,,,
34.9 tỷ,220 m²,5,5,Sổ đỏ,4,10 m,22 m,Đang ở,,,,,,
3.58 tỷ,70 m²,3,2,Sổ hồng,2,5.5 m,10.8 m,Đang ở,,,,,,
3.5 tỷ,69 m²,3,2,Sổ hồng,2,3.6 m,18 m,Nhà trống,,,,,,
3.45 tỷ,78 m²,2,2,Sổ hồng,2,6 m,13 m,Đang ở,,,,,,
6.1 tỷ,41 m²,3,3,Sổ hồng,3,3.5 m,12 m,Nhà trống,,,,,,
12.5 tỷ,195 m²,3,4,Sổ hồng,2,10 m,19.5 m,Nhà trống,,,,,,
5.25 tỷ,95 m²,5,4,Sổ hồng,3,5 m,19 m,Đang ở,,,,,,
4.1 tỷ,60 m²,3,3,Sổ hồng,4,5.4 m,11 m,Nhà trống,,,,,,
3.5 tỷ,68 m²,3,2,Sổ đỏ,2,3.6 m,19 m,Nhà trống,,,,,,
1.6 tỷ,86 m²,2,2,Sổ đỏ,,6 m,14 m,Nhà trống,,,,,,
2.65 tỷ,50 m²,3,3,Sổ hồng,2,5 m,10 m,Có nội thất,,Hẻm,Chưa sử dụng,3 m,,
3.5 tỷ,68 m²,3,2,Sổ hồng,2,3.6 m,18 m,Đang ở,,,,,,
7.9 tỷ,70 m²,4,5,Sổ đỏ,5+,5 m,19 m,Nhà trống,,,,,,
7.9 tỷ,70 m²,4,5,Sổ đỏ,5+,5 m,19 m,Đang ở,,,,,,
14 tỷ,165 m²,3,2,Sổ hồng,1,6.5 m,28 m,Đang ở,,,,,,
2.8 tỷ,108 m²,3,2,Sổ hồng,2,5.5 m,19 m,Đang ở,,,,,,
1.35 tỷ,20 m²,2,2,Sổ hồng,2,4 m,5 m,Đang ở,,,,,,
2.95 tỷ,41 m²,3,3,Sổ hồng,3,3.1 m,13 m,Nhà trống,,,,,,
3.25 tỷ,52 m²,3,2,Sổ hồng,2,3.5 m,14 m,Nhà trống,,,,,,
4.18 tỷ,48 m²,3,3,Sổ hồng,3,8 m,6 m,Đang ở,,,,,,
3.3 tỷ,86 m²,3,2,Sổ đỏ,2,5 m,17 m,Đang ở,,,,,,
2.55 tỷ,70 m²,3,2,Sổ hồng,2,4.5 m,15 m,Nhà trống,,,,,,
1.72 tỷ,56 m²,3,2,Sổ hồng,2,5 m,10 m,Nhà trống,,,,,,
11.99 tỷ,96 m²,3,3,Sổ hồng,2,5 m,19.5 m,Nhà trống,,,,,,
2.19 tỷ,30 m²,2,2,Sổ hồng,3,3.5 m,8.4 m,Nhà trống,,,,,,
15 tỷ,130 m²,3,3,Sổ hồng,2,6.3 m,18 m,Nhà trống,,,,,,
1.25 tỷ,30 m²,2,2,Sổ hồng,2,4 m,7.5 m,Nhà trống,,,,,,
2.49 tỷ,61 m²,2,2,Sổ đỏ,2,4 m,15.3 m,Nhà trống,,,,,,
2.49 tỷ,61 m²,2,2,Sổ đỏ,2,4 m,15.3 m,Đang ở,,,,,,
2.65 tỷ,50 m²,3,3,Sổ hồng,2,5 m,10 m,Có nội thất,,Hẻm,Chưa sử dụng,3 m,Đông Bắc,Nhà cấp 3
2.19 tỷ,38 m²,2,2,Sổ hồng,2,4 m,9.5 m,Nhà trống,,,,,,
4.15 tỷ,60 m²,3,3,Sổ hồng,3,4.5 m,13.5 m,Đang ở,,,,,,
2.48 tỷ,70 m²,4,4,Sổ hồng,1,5 m,14 m,Đang ở,,,,,,
16.5 tỷ,100 m²,5,5,Sổ hồng,3,4.5 m,22 m,Đang ở,,,,,,
2.5 tỷ,61 m²,2,2,Sổ hồng,2,4 m,15 m,Đang ở,,,,,,
3.45 tỷ,50 m²,3,3,Sổ đỏ,3,5 m,10 m,Nhà trống,,,,,,
10.1 tỷ,115 m²,4,2,Sổ đỏ,2,,,Đang ở,,,,,,
2.65 tỷ,43 m²,3,2,Sổ hồng,2,3.8 m,12 m,Nhà trống,,,,,,
3.9 tỷ,90 m²,3,2,Sổ hồng,2,7.2 m,13 m,Nhà trống,,,,,,
10 tỷ,183 m²,4,3,Sổ đỏ,2,,,Đang ở,,,,,,
5.95 tỷ,80 m²,5,5,Sổ hồng,4,4.5 m,18 m,Nhà trống,,,,,,
4 tỷ,77 m²,5,5,Sổ hồng,3,4.5 m,16 m,Đang ở,,,,,,
1.56 tỷ,33 m²,2,2,Sổ hồng,2,3 m,11 m,Đang ở,,,,,,
3.5 tỷ,75 m²,2,2,Sổ hồng,2,5 m,15 m,Nhà trống,,,,,,
3.79 tỷ,90 m²,4,,Sổ đỏ,3,4.5 m,20 m,Nhà trống,,,,,,
1.75 tỷ,74 m²,1,1,Sổ hồng,1,5.5 m,13.7 m,Đang ở,,,,,,
